PostID,UserID,PostDateTime,PostContent,Hashtags,PostTopic,Likes,Shares,Comments,UserFollowers,UserFollowing,UserLocation,UserAge,UserGender,SentimentScore
610,3601,6/25/2023 1:48,Political update: Today's debate on election integrity was intense. #debate #policy #election,"#debate, #policy, #election",Politics,760,348,17,42287,3158,Jamesland,47,Female,-0.63
611,4718,12/2/2023 19:36,Attended an inspiring tech conference—innovations are on the horizon. #startup #innovation #AI,"#startup, #innovation, #AI",Technology,239,481,238,38835,3742,Shannonport,36,Male,0.16
612,2065,25-10-2023 12:51,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity #movies,"#celebrity, #movies",Entertainment,373,218,73,16081,3099,Catherineborough,15,Male,-0.89
613,1675,4/27/2023 14:35,Incredible performance today—truly a masterclass in sportsmanship. #olympics,#olympics,Sports,900,318,168,62557,3371,Nancymouth,48,Female,0.88
614,3920,22-06-2023 20:00,Breaking news: Major policy changes have sparked debates in the parliament. #debate #election,"#debate, #election",Politics,804,237,263,27180,3356,Ariasview,63,Other,-0.75
615,1282,3/10/2023 6:34,Incredible performance today—truly a masterclass in sportsmanship. #olympics,#olympics,Sports,798,32,159,11897,4288,Mathisbury,69,Other,0.9
616,2081,11/2/2023 19:30,Breaking: A startup's new product is creating major buzz in the tech world. #startup #innovation #AI,"#startup, #innovation, #AI",Technology,203,284,168,57156,110,Port Reginaville,71,Female,0.56
617,4885,10/3/2023 13:38,Breaking news: Major policy changes have sparked debates in the parliament. #debate,#debate,Politics,610,36,205,26557,4224,Moorefurt,34,Male,0.66
618,3881,6/25/2023 20:03,Just watched an amazing movie—highly recommend it to all film lovers. #music #movies #celebrity,"#music, #movies, #celebrity",Entertainment,349,102,8,21017,3448,New Bradleychester,49,Male,-0.65
619,3584,8/8/2023 5:33,Tech update: A breakthrough in AI is set to transform the industry. #startup #innovation #AI,"#startup, #innovation, #AI",Technology,687,210,114,8971,2464,Kathrynbury,24,Male,0.34
620,4144,30-04-2023 03:04,Tech update: A breakthrough in AI is set to transform the industry. #innovation #AI #startup,"#innovation, #AI, #startup",Technology,773,429,151,19153,3828,West George,33,Female,0.63
621,2908,1/2/2023 16:05,Entertainment buzz: A star-studded event lit up the night. #movies #music,"#movies, #music",Entertainment,782,279,86,91459,3656,Jamieside,27,Female,0.12
622,3970,5/28/2023 23:52,Celebrity update: The latest music release is topping the charts. #movies #celebrity,"#movies, #celebrity",Entertainment,142,141,94,66827,439,Lake Jennifer,24,,
623,2152,11/24/2023 3:25,Entertainment buzz: A star-studded event lit up the night. #celebrity,#celebrity,Entertainment,188,238,230,83150,4666,Wayneside,68,Female,-0.68
624,4670,10/23/2023 9:17,Sports update: The championship match had fans on the edge of their seats. #olympics #basketball #football,"#olympics, #basketball, #football",Sports,271,228,185,83423,1725,Kelseymouth,28,,
625,3889,11/29/2023 22:35,Sports update: The championship match had fans on the edge of their seats. #football #basketball #olympics,"#football, #basketball, #olympics",Sports,531,132,113,59515,1827,Maryland,45,,
626,4497,19-10-2023 09:07,Attended an inspiring tech conference—innovations are on the horizon. #AI,#AI,Technology,844,124,273,38498,302,Michelleberg,55,Male,0.95
627,1947,11/12/2023 23:54,Incredible performance today—truly a masterclass in sportsmanship. #olympics,#olympics,Sports,299,52,28,97164,3216,Oliviaborough,61,Male,0.37
628,1664,1/21/2023 5:33,Tech update: A breakthrough in AI is set to transform the industry. #AI #innovation #startup,"#AI, #innovation, #startup",Technology,425,87,202,75158,1764,Laurentown,30,Female,-0.9
629,2717,3/24/2023 19:58,Stay informed: New government policies are reshaping public discourse. #election,#election,Politics,45,97,1,5130,2100,Holmeston,28,Other,-0.05
630,2148,1/12/2023 8:12,Celebrity update: The latest music release is topping the charts. #movies,#movies,Entertainment,94,369,77,1481,745,Davisville,52,Female,0.28
631,1066,7/13/2023 18:35,Lifestyle tips: Small changes can make a big difference in your daily routine. #food,#food,Lifestyle,929,94,230,16853,2143,Lake Michael,79,Female,-0.81
632,3053,27-05-2023 13:08,Incredible performance today—truly a masterclass in sportsmanship. #olympics #basketball #football,"#olympics, #basketball, #football",Sports,63,413,97,5192,4798,Jonesbury,74,Female,0.33
633,1636,1/27/2023 11:43,Lifestyle tips: Small changes can make a big difference in your daily routine. #food #travel,"#food, #travel",Lifestyle,412,187,116,53046,2622,South Charles,39,Female,-0.65
634,1313,21-06-2023 18:17,Breaking news: Major policy changes have sparked debates in the parliament. #election #policy,"#election, #policy",Politics,642,375,109,87720,1555,Shawnchester,26,Female,-0.18
635,4397,9/27/2023 14:52,Lifestyle tips: Small changes can make a big difference in your daily routine. #health,#health,Lifestyle,8,255,166,80193,3718,Thompsonfort,78,Male,0.25
636,1564,3/18/2023 8:38,Living my best life—enjoying every moment and embracing wellness. #travel #health,"#travel, #health",Lifestyle,458,72,296,58620,4563,Millerbury,39,Male,-0.27
637,2601,23-07-2023 00:35,Breaking news: Major policy changes have sparked debates in the parliament. #debate,#debate,Politics,714,474,86,8667,2793,Johnsonburgh,66,Female,-0.24
638,1825,10/3/2023 23:42,Just watched an amazing movie—highly recommend it to all film lovers. #movies #celebrity #music,"#movies, #celebrity, #music",Entertainment,408,411,21,80252,4704,East Douglasborough,72,,
639,3553,12/26/2023 22:41,Lifestyle tips: Small changes can make a big difference in your daily routine. #food #health,"#food, #health",Lifestyle,469,361,209,84780,3327,Port Jessicatown,52,Male,-0.38
640,2105,21-04-2023 15:05,Breaking: A startup's new product is creating major buzz in the tech world. #startup,#startup,Technology,809,281,271,27966,1348,North Colleen,57,Male,0.31
641,4670,8/23/2023 17:17,Living my best life—enjoying every moment and embracing wellness. #food,#food,Lifestyle,505,17,277,34811,4740,Woodwardland,75,Other,0.7
642,2025,5/7/2023 23:25,What a game! That last-minute goal was simply unforgettable. #football #olympics #basketball,"#football, #olympics, #basketball",Sports,685,163,138,48843,3300,Brittanyport,52,Female,-0.69
643,3251,3/7/2023 23:00,What a game! That last-minute goal was simply unforgettable. #basketball #football,"#basketball, #football",Sports,72,391,231,25486,2964,Moyerberg,53,Other,-0.91
644,1661,7/5/2023 17:35,Political update: Today's debate on election integrity was intense. #election #debate,"#election, #debate",Politics,83,145,232,86942,3918,Davidchester,73,Female,0.65
645,1804,27-07-2023 00:01,Living my best life—enjoying every moment and embracing wellness. #health,#health,Lifestyle,58,467,79,23113,2314,Parkerfort,77,Female,0.1
646,3451,3/8/2023 10:07,Celebrity update: The latest music release is topping the charts. #celebrity #music #movies,"#celebrity, #music, #movies",Entertainment,20,313,54,94642,3842,Brownhaven,13,Male,0.66
647,4174,1/4/2023 8:13,Tech update: A breakthrough in AI is set to transform the industry. #startup,#startup,Technology,457,252,290,6985,2930,Rachelmouth,21,Male,-0.57
648,1535,2/28/2023 20:28,Lifestyle tips: Small changes can make a big difference in your daily routine. #health #food #travel,"#health, #food, #travel",Lifestyle,917,159,33,32921,2903,Arthurmouth,27,,
649,2391,18-11-2023 21:05,Breaking news: Major policy changes have sparked debates in the parliament. #election #debate #policy,"#election, #debate, #policy",Politics,156,348,251,14145,3757,South Lauren,71,Female,-0.81
650,2235,7/10/2023 13:13,Exploring new travel destinations and delicious cuisines—life is an adventure. #food,#food,Lifestyle,830,48,124,91310,2878,North Danielbury,78,Male,0.77
651,3624,4/24/2023 9:30,Sports update: The championship match had fans on the edge of their seats. #football,#football,Sports,328,175,10,18880,265,Jonesmouth,22,Female,0.65
652,4280,12/7/2023 6:34,Stay informed: New government policies are reshaping public discourse. #election,#election,Politics,572,465,121,25650,4615,Bendershire,61,Female,0.13
653,3810,11/7/2023 6:24,Tech update: A breakthrough in AI is set to transform the industry. #innovation #AI #startup,"#innovation, #AI, #startup",Technology,575,326,34,89871,229,East Phillip,23,Male,0.22
654,2920,6/3/2023 3:55,Entertainment buzz: A star-studded event lit up the night. #celebrity,#celebrity,Entertainment,836,64,68,78477,2736,North Dana,42,Female,-0.31
655,3164,2/12/2023 17:55,Living my best life—enjoying every moment and embracing wellness. #food,#food,Lifestyle,679,475,138,48384,426,South Elizabethshire,35,Male,-0.6
656,1627,7/6/2023 8:30,Breaking: A startup's new product is creating major buzz in the tech world. #AI #startup #innovation,"#AI, #startup, #innovation",Technology,202,288,11,60338,2778,West Amber,34,,
657,1748,6/5/2023 21:42,Breaking: A startup's new product is creating major buzz in the tech world. #startup,#startup,Technology,640,49,124,47284,1877,Lisashire,63,Male,0.31
658,4549,2/21/2023 16:37,Breaking: A startup's new product is creating major buzz in the tech world. #AI #startup,"#AI, #startup",Technology,756,3,298,60723,3276,South Michaelbury,54,Male,1
659,1104,9/2/2023 22:32,Tech update: A breakthrough in AI is set to transform the industry. #startup #AI,"#startup, #AI",Technology,105,118,146,21405,2377,Lake Nicole,41,Female,0.63
660,3542,1/16/2023 15:44,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity #movies,"#celebrity, #movies",Entertainment,832,339,76,40121,1552,Jenniferburgh,57,Female,-0.13
661,4842,5/2/2023 11:21,Attended an inspiring tech conference—innovations are on the horizon. #AI,#AI,Technology,121,372,67,86859,4994,Nelsontown,45,Female,0.49
662,1045,1/8/2023 13:47,Political update: Today's debate on election integrity was intense. #election #policy,"#election, #policy",Politics,317,499,205,43284,802,South Heather,51,Female,-0.78
663,3870,11/29/2023 6:49,Attended an inspiring tech conference—innovations are on the horizon. #startup #innovation #AI,"#startup, #innovation, #AI",Technology,181,163,235,19042,3219,Brandonberg,77,Female,-0.17
664,2354,11/18/2023 22:22,Entertainment buzz: A star-studded event lit up the night. #movies #music,"#movies, #music",Entertainment,614,222,58,77518,299,North Laura,62,Female,-0.15
665,2239,1/13/2023 17:42,Attended an inspiring tech conference—innovations are on the horizon. #startup #AI,"#startup, #AI",Technology,315,357,257,24814,2870,North Kimberlychester,60,Female,1
666,1981,11/14/2023 17:28,Attended an inspiring tech conference—innovations are on the horizon. #AI #startup,"#AI, #startup",Technology,813,155,253,51772,4786,Lake Ronald,49,Male,-0.22
667,1959,3/31/2023 4:39,Incredible performance today—truly a masterclass in sportsmanship. #football #olympics,"#football, #olympics",Sports,772,386,242,86657,939,Terrellchester,45,Female,-0.83
668,2515,12/2/2023 14:58,Just watched an amazing movie—highly recommend it to all film lovers. #movies #celebrity #music,"#movies, #celebrity, #music",Entertainment,624,261,276,43301,4916,Rodriguezton,18,Female,-0.87
669,2836,6/2/2023 19:11,Breaking: A startup's new product is creating major buzz in the tech world. #AI #startup,"#AI, #startup",Technology,405,172,219,63396,4052,Callahanbury,67,,
670,4993,1/1/2023 13:38,Celebrity update: The latest music release is topping the charts. #music,#music,Entertainment,985,22,224,53079,3773,New Trevor,56,Female,-0.42
671,3892,28-06-2023 12:20,Stay informed: New government policies are reshaping public discourse. #debate #policy #election,"#debate, #policy, #election",Politics,948,390,100,88649,3136,North Lisaborough,62,Female,0.74
672,3496,5/16/2023 17:18,Breaking news: Major policy changes have sparked debates in the parliament. #debate,#debate,Politics,69,375,121,83357,2793,North Michele,66,Female,-0.03
673,3583,22-07-2023 12:49,Living my best life—enjoying every moment and embracing wellness. #travel #food #health,"#travel, #food, #health",Lifestyle,159,60,217,77917,4626,Lake Nicolefurt,75,Male,-0.34
674,3558,9/14/2023 14:07,Tech update: A breakthrough in AI is set to transform the industry. #innovation #AI #startup,"#innovation, #AI, #startup",Technology,239,355,74,14108,1806,Monicaland,28,,
675,2481,9/21/2023 3:12,Incredible performance today—truly a masterclass in sportsmanship. #olympics #football #basketball,"#olympics, #football, #basketball",Sports,522,320,236,60296,2672,Terribury,59,Male,-0.16
676,4618,9/24/2023 7:39,Living my best life—enjoying every moment and embracing wellness. #travel,#travel,Lifestyle,137,133,239,2394,1826,Port Crystal,69,Male,0.47
677,2559,6/1/2023 20:12,Sports update: The championship match had fans on the edge of their seats. #olympics,#olympics,Sports,494,23,164,19161,4630,Port Laura,14,Male,0.43
678,3587,13-05-2023 09:20,Celebrity update: The latest music release is topping the charts. #celebrity #movies,"#celebrity, #movies",Entertainment,678,292,156,55833,3454,East Edwardborough,49,Male,0.45
679,2507,6/24/2023 0:04,Breaking news: Major policy changes have sparked debates in the parliament. #election,#election,Politics,246,44,210,98476,2124,Ninaburgh,35,Male,0.71
680,3063,9/12/2023 21:48,Breaking news: Major policy changes have sparked debates in the parliament. #election #debate,"#election, #debate",Politics,865,178,276,40104,3146,East Tracy,25,Male,0.7
681,4642,11/20/2023 22:42,What a game! That last-minute goal was simply unforgettable. #football #olympics #basketball,"#football, #olympics, #basketball",Sports,542,355,215,80725,1135,Morganton,77,Female,0.33
682,3000,11/22/2023 19:34,Political update: Today's debate on election integrity was intense. #debate #policy #election,"#debate, #policy, #election",Politics,523,471,217,51393,3779,North Johnny,60,Male,0.91
683,3290,1/17/2023 6:05,Incredible performance today—truly a masterclass in sportsmanship. #basketball,#basketball,Sports,242,357,232,53782,4378,Oconnorport,19,Female,-0.96
684,2973,7/17/2023 2:11,What a game! That last-minute goal was simply unforgettable. #football #olympics #basketball,"#football, #olympics, #basketball",Sports,619,428,11,10337,1537,South Francesland,43,,
685,4278,2/16/2023 17:04,Tech update: A breakthrough in AI is set to transform the industry. #startup #AI #innovation,"#startup, #AI, #innovation",Technology,335,62,82,11794,398,New Elizabeth,75,Female,-0.7
686,1911,6/13/2023 13:16,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel #food #health,"#travel, #food, #health",Lifestyle,421,28,112,86572,463,South Antonio,57,Male,-0.58
687,2294,1/6/2023 16:24,Stay informed: New government policies are reshaping public discourse. #debate,#debate,Politics,834,356,270,10568,2503,Bernardton,68,Male,0.63
688,3808,1/13/2023 13:54,Breaking news: Major policy changes have sparked debates in the parliament. #debate,#debate,Politics,193,364,194,18561,3502,Andrewton,76,Female,-0.2
689,2802,1/6/2023 11:31,Attended an inspiring tech conference—innovations are on the horizon. #innovation #startup,"#innovation, #startup",Technology,307,95,140,75476,2613,Port Lindsay,34,Female,-0.15
690,3752,12/10/2023 15:42,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel #health,"#travel, #health",Lifestyle,644,408,123,74162,1059,Ashleyport,75,Female,-0.48
691,4918,6/26/2023 22:28,Tech update: A breakthrough in AI is set to transform the industry. #startup #AI,"#startup, #AI",Technology,906,265,140,78100,4432,East Stephaniechester,40,Male,-0.55
692,2753,24-01-2023 19:02,What a game! That last-minute goal was simply unforgettable. #football #olympics,"#football, #olympics",Sports,505,290,207,76699,831,Cordovaside,56,Male,-0.79
693,1114,27-01-2023 00:43,Entertainment buzz: A star-studded event lit up the night. #celebrity #music,"#celebrity, #music",Entertainment,280,54,114,80380,3129,Williamsfurt,26,Male,-0.61
694,2603,12/8/2023 1:51,Just watched an amazing movie—highly recommend it to all film lovers. #movies #music #celebrity,"#movies, #music, #celebrity",Entertainment,802,152,205,13164,4502,Danielshire,31,Male,0.13
695,2322,7/1/2023 12:33,Political update: Today's debate on election integrity was intense. #debate #election #policy,"#debate, #election, #policy",Politics,674,218,287,87376,2678,Brownmouth,72,Male,0.41
696,2860,12/16/2023 8:44,Celebrity update: The latest music release is topping the charts. #movies #music,"#movies, #music",Entertainment,789,172,148,13689,4025,North Lisashire,14,Male,0.48
697,4554,23-04-2023 07:11,Living my best life—enjoying every moment and embracing wellness. #travel #health,"#travel, #health",Lifestyle,932,95,209,53424,2236,Pottermouth,63,Male,-0.26
698,3444,5/10/2023 2:08,Stay informed: New government policies are reshaping public discourse. #policy,#policy,Politics,981,122,111,1032,3369,Wolfberg,46,Female,0.84
699,3441,2/4/2023 10:44,Sports update: The championship match had fans on the edge of their seats. #basketball #olympics,"#basketball, #olympics",Sports,438,11,141,17119,1256,North Rachelchester,63,Female,-0.34
700,2098,2/23/2023 0:14,Political update: Today's debate on election integrity was intense. #policy #debate #election,"#policy, #debate, #election",Politics,714,3,23,55935,3846,Port Christopherberg,31,Male,-0.78
701,1977,6/15/2023 0:02,Incredible performance today—truly a masterclass in sportsmanship. #football,#football,Sports,607,361,48,22257,4568,Davismouth,48,Other,0.89
702,2505,1/31/2023 15:46,Living my best life—enjoying every moment and embracing wellness. #food #health #travel,"#food, #health, #travel",Lifestyle,482,345,287,52481,4542,Williamburgh,38,Female,0.08
703,2126,13-02-2023 13:17,Tech update: A breakthrough in AI is set to transform the industry. #AI #startup,"#AI, #startup",Technology,222,66,10,17674,354,Graytown,47,Male,0.94
704,1296,12/29/2023 3:30,Stay informed: New government policies are reshaping public discourse. #debate #policy #election,"#debate, #policy, #election",Politics,748,144,187,48412,3504,South Christina,75,Male,-0.21
705,4049,11/18/2023 21:43,Incredible performance today—truly a masterclass in sportsmanship. #basketball #olympics,"#basketball, #olympics",Sports,116,456,67,71144,2323,Ashleyhaven,16,Male,0.51
706,3225,5/9/2023 10:58,Celebrity update: The latest music release is topping the charts. #music #movies #celebrity,"#music, #movies, #celebrity",Entertainment,967,476,89,32879,900,Moralestown,15,Female,-0.78
707,4286,2/25/2023 22:32,Sports update: The championship match had fans on the edge of their seats. #basketball,#basketball,Sports,191,64,109,30988,544,Jenniferville,17,Male,0.71
708,4014,6/4/2023 18:00,Stay informed: New government policies are reshaping public discourse. #policy #election,"#policy, #election",Politics,787,81,163,26125,3605,West Beth,41,Male,-0.66
709,3362,21-08-2023 23:53,Breaking news: Major policy changes have sparked debates in the parliament. #election,#election,Politics,617,104,205,8160,2724,Nathanhaven,31,Male,-0.86
710,2062,4/8/2023 20:29,Breaking news: Major policy changes have sparked debates in the parliament. #election #policy,"#election, #policy",Politics,993,180,31,33316,3480,North Ryan,29,Female,-0.8
711,1258,5/24/2023 6:23,Living my best life—enjoying every moment and embracing wellness. #health,#health,Lifestyle,515,339,73,73297,3199,East Paul,46,Male,0.11
712,4787,1/31/2023 1:31,Stay informed: New government policies are reshaping public discourse. #policy,#policy,Politics,529,440,250,64717,3397,East Deborahhaven,32,Female,-0.42
713,3054,11/7/2023 9:10,Incredible performance today—truly a masterclass in sportsmanship. #football,#football,Sports,306,104,20,71521,3999,Stricklandmouth,40,Male,0.92
714,3096,2/18/2023 13:59,Exploring new travel destinations and delicious cuisines—life is an adventure. #food #travel,"#food, #travel",Lifestyle,963,225,295,526,554,Olsonside,79,,
715,4609,25-09-2023 22:56,Stay informed: New government policies are reshaping public discourse. #election,#election,Politics,531,370,297,25591,4752,North Theresa,22,Male,0.61
716,3208,3/12/2023 19:41,Just watched an amazing movie—highly recommend it to all film lovers. #movies #celebrity #music,"#movies, #celebrity, #music",Entertainment,121,27,72,19653,2704,Paulmouth,33,Male,0.62
717,2892,8/17/2023 0:01,Breaking news: Major policy changes have sparked debates in the parliament. #policy #election,"#policy, #election",Politics,648,495,40,13018,3456,Scottton,16,Female,0.78
718,1175,7/15/2023 23:59,Just watched an amazing movie—highly recommend it to all film lovers. #movies #music #celebrity,"#movies, #music, #celebrity",Entertainment,591,482,93,12613,3567,Jeffstad,34,Male,0.73
719,4662,12/13/2023 0:22,Living my best life—enjoying every moment and embracing wellness. #health #travel,"#health, #travel",Lifestyle,153,15,131,16930,2754,North Steven,74,Male,0.86
720,4073,5/3/2023 21:14,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel,#travel,Lifestyle,869,276,98,59354,3814,Chapmanmouth,24,Male,0.87
721,2000,7/1/2023 3:43,Incredible performance today—truly a masterclass in sportsmanship. #olympics #football #basketball,"#olympics, #football, #basketball",Sports,536,332,52,44795,1629,Laceyberg,23,Male,-0.4
722,2918,4/2/2023 14:24,Entertainment buzz: A star-studded event lit up the night. #movies,#movies,Entertainment,451,482,228,30271,1811,Michaelside,34,Male,-0.56
723,3502,7/13/2023 1:14,Just watched an amazing movie—highly recommend it to all film lovers. #movies #celebrity,"#movies, #celebrity",Entertainment,168,297,127,2350,4182,Lake Debra,41,Male,0.29
724,4999,11/25/2023 9:10,Stay informed: New government policies are reshaping public discourse. #election,#election,Politics,58,53,211,56363,363,Lake Erin,73,Male,-0.75
725,2667,11/27/2023 5:28,Celebrity update: The latest music release is topping the charts. #movies,#movies,Entertainment,300,287,284,62214,4365,West Abigail,73,Male,-0.58
726,1275,2/9/2023 0:02,Breaking: A startup's new product is creating major buzz in the tech world. #AI #startup #innovation,"#AI, #startup, #innovation",Technology,552,113,278,79244,2737,Kaufmanmouth,39,Female,0.55
727,3545,24-02-2023 12:37,Celebrity update: The latest music release is topping the charts. #music #movies,"#music, #movies",Entertainment,549,37,158,2781,1768,North Jeanette,59,Female,0.3
728,4700,10/4/2023 14:45,Living my best life—enjoying every moment and embracing wellness. #food #travel #health,"#food, #travel, #health",Lifestyle,116,453,232,63603,4549,New Susanmouth,26,Male,0.3
729,1675,3/21/2023 8:01,Just watched an amazing movie—highly recommend it to all film lovers. #movies,#movies,Entertainment,786,369,70,83421,3676,West Amber,19,Female,0.9
730,2823,1/31/2023 13:25,Attended an inspiring tech conference—innovations are on the horizon. #innovation #AI #startup,"#innovation, #AI, #startup",Technology,781,229,204,3507,4624,Bradleyborough,27,Other,0.34
731,2051,10/27/2023 6:28,Tech update: A breakthrough in AI is set to transform the industry. #startup #innovation #AI,"#startup, #innovation, #AI",Technology,126,165,188,39629,873,Port Jonmouth,58,Female,-0.14
732,2356,17-04-2023 17:45,Lifestyle tips: Small changes can make a big difference in your daily routine. #food #health #travel,"#food, #health, #travel",Lifestyle,404,181,150,49001,4365,East Bobby,40,Female,-0.44
733,4072,10/6/2023 23:27,Sports update: The championship match had fans on the edge of their seats. #olympics #basketball,"#olympics, #basketball",Sports,398,443,7,17527,2464,Port Pamelaland,55,Female,-0.32
734,4259,11/1/2023 17:32,Sports update: The championship match had fans on the edge of their seats. #basketball #olympics,"#basketball, #olympics",Sports,514,204,99,21847,4829,Lake Jeffery,22,,
735,3103,9/10/2023 18:56,Exploring new travel destinations and delicious cuisines—life is an adventure. #health,#health,Lifestyle,804,365,15,13655,3870,Rachaelville,63,Male,-0.93
736,1546,11/13/2023 12:56,Living my best life—enjoying every moment and embracing wellness. #food,#food,Lifestyle,884,244,153,93230,2019,North Donna,15,,
737,2135,5/14/2023 16:58,Sports update: The championship match had fans on the edge of their seats. #basketball #olympics,"#basketball, #olympics",Sports,497,358,156,66027,3153,Jonesland,56,Male,0.67
738,4869,29-08-2023 03:06,Attended an inspiring tech conference—innovations are on the horizon. #AI #innovation,"#AI, #innovation",Technology,941,332,92,70455,3116,East Tanya,66,Female,0.46
739,4381,1/1/2023 19:37,Entertainment buzz: A star-studded event lit up the night. #music #movies,"#music, #movies",Entertainment,527,430,261,23363,1809,East Linda,46,Female,0.24
740,3083,28-05-2023 21:51,Celebrity update: The latest music release is topping the charts. #celebrity #movies,"#celebrity, #movies",Entertainment,397,395,36,71620,3175,East Gregorychester,77,Male,0.8
741,3040,1/5/2023 5:59,Attended an inspiring tech conference—innovations are on the horizon. #AI,#AI,Technology,264,308,160,71999,4102,South Stephenchester,37,Male,-0.47
742,1438,8/30/2023 21:24,Just watched an amazing movie—highly recommend it to all film lovers. #movies #celebrity #music,"#movies, #celebrity, #music",Entertainment,750,416,173,5227,2331,Lake Abigailbury,75,Female,0.16
743,2752,2/23/2023 4:21,Political update: Today's debate on election integrity was intense. #election #debate,"#election, #debate",Politics,262,411,17,61553,4974,Katieburgh,57,,
744,2615,23-12-2023 21:06,What a game! That last-minute goal was simply unforgettable. #basketball,#basketball,Sports,397,120,15,58489,4888,Ashleybury,38,Female,0.78
745,2849,12/7/2023 12:40,Tech update: A breakthrough in AI is set to transform the industry. #startup #AI,"#startup, #AI",Technology,645,258,269,12612,3084,West Kenneth,38,Female,-0.1
746,3642,7/29/2023 20:52,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity #music,"#celebrity, #music",Entertainment,724,209,67,63822,1173,Hillview,38,Male,-0.64
747,2600,20-12-2023 21:19,Attended an inspiring tech conference—innovations are on the horizon. #AI,#AI,Technology,526,409,29,4137,1284,Maynardstad,74,Male,-0.52
748,4396,1/8/2023 19:38,Political update: Today's debate on election integrity was intense. #election,#election,Politics,435,309,224,93259,724,Lake Mark,73,Female,0.7
749,2663,2/13/2023 7:13,Incredible performance today—truly a masterclass in sportsmanship. #olympics #basketball,"#olympics, #basketball",Sports,839,295,163,6954,2752,West Brandon,14,Male,-0.78
750,1306,10/3/2023 2:01,Just watched an amazing movie—highly recommend it to all film lovers. #music #movies #celebrity,"#music, #movies, #celebrity",Entertainment,929,193,13,25833,2355,North Maryfort,53,Female,0.85
751,4605,8/14/2023 19:51,Tech update: A breakthrough in AI is set to transform the industry. #startup #innovation,"#startup, #innovation",Technology,359,67,278,85269,1318,Johnsonfort,57,Female,-0.25
752,4799,11/7/2023 22:32,Incredible performance today—truly a masterclass in sportsmanship. #olympics #basketball,"#olympics, #basketball",Sports,128,113,155,93839,3271,West Katie,26,Female,-0.5
753,1618,19-03-2023 14:47,Living my best life—enjoying every moment and embracing wellness. #health #travel #food,"#health, #travel, #food",Lifestyle,863,219,121,34411,4769,Andrewmouth,49,Female,-0.34
754,2132,16-05-2023 15:41,Incredible performance today—truly a masterclass in sportsmanship. #basketball,#basketball,Sports,633,219,262,17275,4244,Warrenport,14,Male,-0.18
755,2395,7/24/2023 13:52,Lifestyle tips: Small changes can make a big difference in your daily routine. #health,#health,Lifestyle,240,472,169,90648,3844,Masonstad,17,Female,0.1
756,3404,6/2/2023 23:34,Attended an inspiring tech conference—innovations are on the horizon. #innovation #startup,"#innovation, #startup",Technology,626,217,9,87190,4128,Port Hannahton,14,Male,0.17
757,3228,9/19/2023 2:19,Incredible performance today—truly a masterclass in sportsmanship. #basketball,#basketball,Sports,708,236,171,55295,2109,Mccallberg,13,Female,-0.1
758,2379,8/6/2023 10:00,Attended an inspiring tech conference—innovations are on the horizon. #AI #startup #innovation,"#AI, #startup, #innovation",Technology,221,430,12,28190,1299,Melissatown,60,Male,-0.11
759,2699,11/2/2023 11:13,Celebrity update: The latest music release is topping the charts. #celebrity #movies #music,"#celebrity, #movies, #music",Entertainment,213,385,212,63579,4079,East Hunterborough,34,Other,-0.43
760,3115,12/5/2023 7:23,Celebrity update: The latest music release is topping the charts. #music #movies #celebrity,"#music, #movies, #celebrity",Entertainment,915,297,160,45736,2910,Mullenfort,53,Other,-0.23
761,3339,2/7/2023 18:55,Living my best life—enjoying every moment and embracing wellness. #health #travel,"#health, #travel",Lifestyle,591,417,231,38966,3563,West Elizabethbury,37,Female,-0.07
762,3739,1/9/2023 11:49,Stay informed: New government policies are reshaping public discourse. #debate #policy,"#debate, #policy",Politics,774,93,159,98348,3269,West Jose,58,,
763,1180,11/6/2023 22:30,Political update: Today's debate on election integrity was intense. #election #debate,"#election, #debate",Politics,134,252,126,54034,228,New Brian,21,Male,-0.74
764,4537,11/14/2023 14:35,Celebrity update: The latest music release is topping the charts. #music,#music,Entertainment,817,404,47,73434,2249,North Kylefort,73,Female,0.53
765,3481,11/25/2023 14:23,Just watched an amazing movie—highly recommend it to all film lovers. #movies #music #celebrity,"#movies, #music, #celebrity",Entertainment,753,491,260,53211,4980,Jenniferland,59,,
766,2487,5/31/2023 9:08,Lifestyle tips: Small changes can make a big difference in your daily routine. #health #travel #food,"#health, #travel, #food",Lifestyle,385,356,60,86384,4727,Sandersshire,15,,
767,4752,27-09-2023 06:07,Attended an inspiring tech conference—innovations are on the horizon. #startup #innovation #AI,"#startup, #innovation, #AI",Technology,302,427,121,1816,4341,Travisshire,20,Female,-0.08
768,1913,12/12/2023 5:04,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel,#travel,Lifestyle,781,214,89,36504,2579,Port Jose,37,Female,0.89
769,2557,18-06-2023 16:10,Stay informed: New government policies are reshaping public discourse. #policy,#policy,Politics,286,480,254,44424,2305,Lake Dakota,48,Male,-0.96
770,3113,9/23/2023 21:48,Lifestyle tips: Small changes can make a big difference in your daily routine. #travel,#travel,Lifestyle,561,379,89,73506,985,Jacquelinestad,55,Female,0.62
