PostID,UserID,PostDateTime,PostContent,Hashtags,PostTopic,Likes,Shares,Comments,UserFollowers,UserFollowing,UserLocation,UserAge,UserGender,SentimentScore
698,3444,2023-05-10 02:08:00,Stay informed: New government policies are reshaping public discourse. #policy,#policy,Politics,981,122,111,1032,3369,Wolfberg,46,Female,0.84
699,3441,2023-02-04 10:44:00,Sports update: The championship match had fans on the edge of their seats. #basketball #olympics,"#basketball, #olympics",Sports,438,11,141,17119,1256,North Rachelchester,63,Female,-0.34
700,2098,2023-02-23 00:14:00,Political update: Today's debate on election integrity was intense. #policy #debate #election,"#policy, #debate, #election",Politics,714,3,23,55935,3846,Port Christopherberg,31,Male,-0.78
701,1977,2023-06-15 00:02:00,Incredible performance today—truly a masterclass in sportsmanship. #football,#football,Sports,607,361,48,22257,4568,Davismouth,48,Other,0.89
702,2505,2023-01-31 15:46:00,Living my best life—enjoying every moment and embracing wellness. #food #health #travel,"#food, #health, #travel",Lifestyle,482,345,287,52481,4542,Williamburgh,38,Female,0.08
703,2126,2023-02-13 13:17:00,Tech update: A breakthrough in AI is set to transform the industry. #AI #startup,"#AI, #startup",Technology,222,66,10,17674,354,Graytown,47,Male,0.94
704,1296,2023-12-29 03:30:00,Stay informed: New government policies are reshaping public discourse. #debate #policy #election,"#debate, #policy, #election",Politics,748,144,187,48412,3504,South Christina,75,Male,-0.21
705,4049,2023-11-18 21:43:00,Incredible performance today—truly a masterclass in sportsmanship. #basketball #olympics,"#basketball, #olympics",Sports,116,456,67,71144,2323,Ashleyhaven,16,Male,0.51
706,3225,2023-05-09 10:58:00,Celebrity update: The latest music release is topping the charts. #music #movies #celebrity,"#music, #movies, #celebrity",Entertainment,967,476,89,32879,900,Moralestown,15,Female,-0.78
707,4286,2023-02-25 22:32:00,Sports update: The championship match had fans on the edge of their seats. #basketball,#basketball,Sports,191,64,109,30988,544,Jenniferville,17,Male,0.71
708,4014,2023-06-04 18:00:00,Stay informed: New government policies are reshaping public discourse. #policy #election,"#policy, #election",Politics,787,81,163,26125,3605,West Beth,41,Male,-0.66
709,3362,2023-08-21 23:53:00,Breaking news: Major policy changes have sparked debates in the parliament. #election,#election,Politics,617,104,205,8160,2724,Nathanhaven,31,Male,-0.86
710,2062,2023-04-08 20:29:00,Breaking news: Major policy changes have sparked debates in the parliament. #election #policy,"#election, #policy",Politics,993,180,31,33316,3480,North Ryan,29,Female,-0.8
711,1258,2023-05-24 06:23:00,Living my best life—enjoying every moment and embracing wellness. #health,#health,Lifestyle,515,339,73,73297,3199,East Paul,46,Male,0.11
712,4787,2023-01-31 01:31:00,Stay informed: New government policies are reshaping public discourse. #policy,#policy,Politics,529,440,250,64717,3397,East Deborahhaven,32,Female,-0.42
713,3054,2023-11-07 09:10:00,Incredible performance today—truly a masterclass in sportsmanship. #football,#football,Sports,306,104,20,71521,3999,Stricklandmouth,40,Male,0.92
714,3096,2023-02-18 13:59:00,Exploring new travel destinations and delicious cuisines—life is an adventure. #food #travel,"#food, #travel",Lifestyle,963,225,295,526,554,Olsonside,79,Female,0.01
715,4609,2023-09-25 22:56:00,Stay informed: New government policies are reshaping public discourse. #election,#election,Politics,531,370,297,25591,4752,North Theresa,22,Male,0.61
716,3208,2023-03-12 19:41:00,Just watched an amazing movie—highly recommend it to all film lovers. #movies #celebrity #music,"#movies, #celebrity, #music",Entertainment,121,27,72,19653,2704,Paulmouth,33,Male,0.62
717,2892,2023-08-17 00:01:00,Breaking news: Major policy changes have sparked debates in the parliament. #policy #election,"#policy, #election",Politics,648,495,40,13018,3456,Scottton,16,Female,0.78
718,1175,2023-07-15 23:59:00,Just watched an amazing movie—highly recommend it to all film lovers. #movies #music #celebrity,"#movies, #music, #celebrity",Entertainment,591,482,93,12613,3567,Jeffstad,34,Male,0.73
719,4662,2023-12-13 00:22:00,Living my best life—enjoying every moment and embracing wellness. #health #travel,"#health, #travel",Lifestyle,153,15,131,16930,2754,North Steven,74,Male,0.86
720,4073,2023-05-03 21:14:00,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel,#travel,Lifestyle,869,276,98,59354,3814,Chapmanmouth,24,Male,0.87
721,2000,2023-07-01 03:43:00,Incredible performance today—truly a masterclass in sportsmanship. #olympics #football #basketball,"#olympics, #football, #basketball",Sports,536,332,52,44795,1629,Laceyberg,23,Male,-0.4
722,2918,2023-04-02 14:24:00,Entertainment buzz: A star-studded event lit up the night. #movies,#movies,Entertainment,451,482,228,30271,1811,Michaelside,34,Male,-0.56
723,3502,2023-07-13 01:14:00,Just watched an amazing movie—highly recommend it to all film lovers. #movies #celebrity,"#movies, #celebrity",Entertainment,168,297,127,2350,4182,Lake Debra,41,Male,0.29
724,4999,2023-11-25 09:10:00,Stay informed: New government policies are reshaping public discourse. #election,#election,Politics,58,53,211,56363,363,Lake Erin,73,Male,-0.75
725,2667,2023-11-27 05:28:00,Celebrity update: The latest music release is topping the charts. #movies,#movies,Entertainment,300,287,284,62214,4365,West Abigail,73,Male,-0.58
726,1275,2023-02-09 00:02:00,Breaking: A startup's new product is creating major buzz in the tech world. #AI #startup #innovation,"#AI, #startup, #innovation",Technology,552,113,278,79244,2737,Kaufmanmouth,39,Female,0.55
727,3545,2023-02-24 12:37:00,Celebrity update: The latest music release is topping the charts. #music #movies,"#music, #movies",Entertainment,549,37,158,2781,1768,North Jeanette,59,Female,0.3
728,4700,2023-10-04 14:45:00,Living my best life—enjoying every moment and embracing wellness. #food #travel #health,"#food, #travel, #health",Lifestyle,116,453,232,63603,4549,New Susanmouth,26,Male,0.3
729,1675,2023-03-21 08:01:00,Just watched an amazing movie—highly recommend it to all film lovers. #movies,#movies,Entertainment,786,369,70,83421,3676,West Amber,19,Female,0.9
730,2823,2023-01-31 13:25:00,Attended an inspiring tech conference—innovations are on the horizon. #innovation #AI #startup,"#innovation, #AI, #startup",Technology,781,229,204,3507,4624,Bradleyborough,27,Other,0.34
731,2051,2023-10-27 06:28:00,Tech update: A breakthrough in AI is set to transform the industry. #startup #innovation #AI,"#startup, #innovation, #AI",Technology,126,165,188,39629,873,Port Jonmouth,58,Female,-0.14
732,2356,2023-04-17 17:45:00,Lifestyle tips: Small changes can make a big difference in your daily routine. #food #health #travel,"#food, #health, #travel",Lifestyle,404,181,150,49001,4365,East Bobby,40,Female,-0.44
733,4072,2023-10-06 23:27:00,Sports update: The championship match had fans on the edge of their seats. #olympics #basketball,"#olympics, #basketball",Sports,398,443,7,17527,2464,Port Pamelaland,55,Female,-0.32
734,4259,2023-11-01 17:32:00,Sports update: The championship match had fans on the edge of their seats. #basketball #olympics,"#basketball, #olympics",Sports,514,204,99,21847,4829,Lake Jeffery,22,Female,0.01
735,3103,2023-09-10 18:56:00,Exploring new travel destinations and delicious cuisines—life is an adventure. #health,#health,Lifestyle,804,365,15,13655,3870,Rachaelville,63,Male,-0.93
736,1546,2023-11-13 12:56:00,Living my best life—enjoying every moment and embracing wellness. #food,#food,Lifestyle,884,244,153,93230,2019,North Donna,15,Female,0.01
737,2135,2023-05-14 16:58:00,Sports update: The championship match had fans on the edge of their seats. #basketball #olympics,"#basketball, #olympics",Sports,497,358,156,66027,3153,Jonesland,56,Male,0.67
738,4869,2023-08-29 03:06:00,Attended an inspiring tech conference—innovations are on the horizon. #AI #innovation,"#AI, #innovation",Technology,941,332,92,70455,3116,East Tanya,66,Female,0.46
739,4381,2023-01-01 19:37:00,Entertainment buzz: A star-studded event lit up the night. #music #movies,"#music, #movies",Entertainment,527,430,261,23363,1809,East Linda,46,Female,0.24
740,3083,2023-05-28 21:51:00,Celebrity update: The latest music release is topping the charts. #celebrity #movies,"#celebrity, #movies",Entertainment,397,395,36,71620,3175,East Gregorychester,77,Male,0.8
741,3040,2023-01-05 05:59:00,Attended an inspiring tech conference—innovations are on the horizon. #AI,#AI,Technology,264,308,160,71999,4102,South Stephenchester,37,Male,-0.47
742,1438,2023-08-30 21:24:00,Just watched an amazing movie—highly recommend it to all film lovers. #movies #celebrity #music,"#movies, #celebrity, #music",Entertainment,750,416,173,5227,2331,Lake Abigailbury,75,Female,0.16
743,2752,2023-02-23 04:21:00,Political update: Today's debate on election integrity was intense. #election #debate,"#election, #debate",Politics,262,411,17,61553,4974,Katieburgh,57,Female,0.01
744,2615,2023-12-23 21:06:00,What a game! That last-minute goal was simply unforgettable. #basketball,#basketball,Sports,397,120,15,58489,4888,Ashleybury,38,Female,0.78
745,2849,2023-12-07 12:40:00,Tech update: A breakthrough in AI is set to transform the industry. #startup #AI,"#startup, #AI",Technology,645,258,269,12612,3084,West Kenneth,38,Female,-0.1
746,3642,2023-07-29 20:52:00,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity #music,"#celebrity, #music",Entertainment,724,209,67,63822,1173,Hillview,38,Male,-0.64
747,2600,2023-12-20 21:19:00,Attended an inspiring tech conference—innovations are on the horizon. #AI,#AI,Technology,526,409,29,4137,1284,Maynardstad,74,Male,-0.52
748,4396,2023-01-08 19:38:00,Political update: Today's debate on election integrity was intense. #election,#election,Politics,435,309,224,93259,724,Lake Mark,73,Female,0.7
749,2663,2023-02-13 07:13:00,Incredible performance today—truly a masterclass in sportsmanship. #olympics #basketball,"#olympics, #basketball",Sports,839,295,163,6954,2752,West Brandon,14,Male,-0.78
750,1306,2023-10-03 02:01:00,Just watched an amazing movie—highly recommend it to all film lovers. #music #movies #celebrity,"#music, #movies, #celebrity",Entertainment,929,193,13,25833,2355,North Maryfort,53,Female,0.85
751,4605,2023-08-14 19:51:00,Tech update: A breakthrough in AI is set to transform the industry. #startup #innovation,"#startup, #innovation",Technology,359,67,278,85269,1318,Johnsonfort,57,Female,-0.25
752,4799,2023-11-07 22:32:00,Incredible performance today—truly a masterclass in sportsmanship. #olympics #basketball,"#olympics, #basketball",Sports,128,113,155,93839,3271,West Katie,26,Female,-0.5
753,1618,2023-03-19 14:47:00,Living my best life—enjoying every moment and embracing wellness. #health #travel #food,"#health, #travel, #food",Lifestyle,863,219,121,34411,4769,Andrewmouth,49,Female,-0.34
754,2132,2023-05-16 15:41:00,Incredible performance today—truly a masterclass in sportsmanship. #basketball,#basketball,Sports,633,219,262,17275,4244,Warrenport,14,Male,-0.18
755,2395,2023-07-24 13:52:00,Lifestyle tips: Small changes can make a big difference in your daily routine. #health,#health,Lifestyle,240,472,169,90648,3844,Masonstad,17,Female,0.1
756,3404,2023-06-02 23:34:00,Attended an inspiring tech conference—innovations are on the horizon. #innovation #startup,"#innovation, #startup",Technology,626,217,9,87190,4128,Port Hannahton,14,Male,0.17
757,3228,2023-09-19 02:19:00,Incredible performance today—truly a masterclass in sportsmanship. #basketball,#basketball,Sports,708,236,171,55295,2109,Mccallberg,13,Female,-0.1
758,2379,2023-08-06 10:00:00,Attended an inspiring tech conference—innovations are on the horizon. #AI #startup #innovation,"#AI, #startup, #innovation",Technology,221,430,12,28190,1299,Melissatown,60,Male,-0.11
759,2699,2023-11-02 11:13:00,Celebrity update: The latest music release is topping the charts. #celebrity #movies #music,"#celebrity, #movies, #music",Entertainment,213,385,212,63579,4079,East Hunterborough,34,Other,-0.43
760,3115,2023-12-05 07:23:00,Celebrity update: The latest music release is topping the charts. #music #movies #celebrity,"#music, #movies, #celebrity",Entertainment,915,297,160,45736,2910,Mullenfort,53,Other,-0.23
761,3339,2023-02-07 18:55:00,Living my best life—enjoying every moment and embracing wellness. #health #travel,"#health, #travel",Lifestyle,591,417,231,38966,3563,West Elizabethbury,37,Female,-0.07
762,3739,2023-01-09 11:49:00,Stay informed: New government policies are reshaping public discourse. #debate #policy,"#debate, #policy",Politics,774,93,159,98348,3269,West Jose,58,Female,0.01
763,1180,2023-11-06 22:30:00,Political update: Today's debate on election integrity was intense. #election #debate,"#election, #debate",Politics,134,252,126,54034,228,New Brian,21,Male,-0.74
764,4537,2023-11-14 14:35:00,Celebrity update: The latest music release is topping the charts. #music,#music,Entertainment,817,404,47,73434,2249,North Kylefort,73,Female,0.53
765,3481,2023-11-25 14:23:00,Just watched an amazing movie—highly recommend it to all film lovers. #movies #music #celebrity,"#movies, #music, #celebrity",Entertainment,753,491,260,53211,4980,Jenniferland,59,Female,0.01
766,2487,2023-05-31 09:08:00,Lifestyle tips: Small changes can make a big difference in your daily routine. #health #travel #food,"#health, #travel, #food",Lifestyle,385,356,60,86384,4727,Sandersshire,15,Female,0.01
767,4752,2023-09-27 06:07:00,Attended an inspiring tech conference—innovations are on the horizon. #startup #innovation #AI,"#startup, #innovation, #AI",Technology,302,427,121,1816,4341,Travisshire,20,Female,-0.08
768,1913,2023-12-12 05:04:00,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel,#travel,Lifestyle,781,214,89,36504,2579,Port Jose,37,Female,0.89
769,2557,2023-06-18 16:10:00,Stay informed: New government policies are reshaping public discourse. #policy,#policy,Politics,286,480,254,44424,2305,Lake Dakota,48,Male,-0.96
770,3113,2023-09-23 21:48:00,Lifestyle tips: Small changes can make a big difference in your daily routine. #travel,#travel,Lifestyle,561,379,89,73506,985,Jacquelinestad,55,Female,0.62
771,2044,2023-06-16 03:59:00,Breaking: A startup's new product is creating major buzz in the tech world. #AI,#AI,Technology,188,257,2,56613,1006,North Taraport,62,Male,0.02
772,2635,2023-12-05 16:58:00,What a game! That last-minute goal was simply unforgettable. #basketball,#basketball,Sports,296,346,279,79318,2523,Lake Kellyburgh,75,Male,0.24
773,3431,2023-07-02 17:30:00,Breaking news: Major policy changes have sparked debates in the parliament. #policy #debate #election,"#policy, #debate, #election",Politics,525,239,116,22155,1135,Bensontown,46,Female,0.37
774,4883,2023-08-25 02:19:00,Sports update: The championship match had fans on the edge of their seats. #basketball,#basketball,Sports,388,314,97,45233,4712,East Karenfort,22,Female,-0.09
775,2638,2023-09-01 07:50:00,Breaking: A startup's new product is creating major buzz in the tech world. #startup,#startup,Technology,458,213,161,74016,3484,Yangberg,39,Female,-0.62
776,2582,2023-09-21 04:45:00,Attended an inspiring tech conference—innovations are on the horizon. #AI,#AI,Technology,743,97,297,71362,2715,Kinghaven,25,Female,0.82
777,3086,2023-10-24 04:42:00,Attended an inspiring tech conference—innovations are on the horizon. #startup,#startup,Technology,260,15,296,7657,3042,Alexandriaside,63,Female,0.48
778,2308,2023-06-05 08:44:00,Lifestyle tips: Small changes can make a big difference in your daily routine. #health #food,"#health, #food",Lifestyle,703,403,81,97404,1151,Port Melanie,28,Female,0.12
779,1821,2023-02-11 15:57:00,What a game! That last-minute goal was simply unforgettable. #football,#football,Sports,924,153,147,89802,3026,East Russell,24,Other,-0.1
780,1601,2023-12-06 21:06:00,Incredible performance today—truly a masterclass in sportsmanship. #basketball #football,"#basketball, #football",Sports,714,15,5,35586,333,New Allison,37,Male,0.0
781,2620,2023-09-14 11:25:00,Incredible performance today—truly a masterclass in sportsmanship. #olympics #football,"#olympics, #football",Sports,772,197,184,51657,4521,Lisashire,61,Female,0.65
782,1784,2023-06-05 17:50:00,Breaking: A startup's new product is creating major buzz in the tech world. #AI #innovation,"#AI, #innovation",Technology,112,492,251,40755,3840,Lake Gabrielview,28,Female,-0.97
783,4407,2023-10-14 15:52:00,Incredible performance today—truly a masterclass in sportsmanship. #olympics,#olympics,Sports,885,107,24,62498,2869,Juliehaven,14,Female,0.01
784,2211,2023-07-26 05:04:00,Sports update: The championship match had fans on the edge of their seats. #olympics #football #basketball,"#olympics, #football, #basketball",Sports,863,22,40,94142,837,South Michael,47,Female,-0.91
785,1670,2023-02-13 16:00:00,Celebrity update: The latest music release is topping the charts. #movies,#movies,Entertainment,35,41,168,89738,4518,North Anna,34,Female,0.23
786,2266,2023-01-27 19:42:00,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity,#celebrity,Entertainment,78,36,2,63923,906,Christinaside,60,Male,-0.33
787,2096,2023-06-12 10:10:00,Entertainment buzz: A star-studded event lit up the night. #movies,#movies,Entertainment,274,327,170,74730,1748,Hernandezhaven,76,Male,0.36
788,3526,2023-02-01 23:40:00,Sports update: The championship match had fans on the edge of their seats. #football #basketball,"#football, #basketball",Sports,959,389,56,84901,2730,South Courtneyburgh,79,Male,-0.83
789,2997,2023-03-31 00:01:00,What a game! That last-minute goal was simply unforgettable. #basketball #football,"#basketball, #football",Sports,277,164,82,23194,2183,Perrymouth,34,Female,0.11
790,3608,2023-04-29 00:54:00,Lifestyle tips: Small changes can make a big difference in your daily routine. #travel #health #food,"#travel, #health, #food",Lifestyle,673,115,178,13453,4244,North Billy,59,Female,0.01
791,1100,2023-02-13 20:19:00,Celebrity update: The latest music release is topping the charts. #movies,#movies,Entertainment,311,149,132,61950,2471,Port Melodyburgh,52,Female,-0.01
792,3561,2023-05-06 02:21:00,What a game! That last-minute goal was simply unforgettable. #football,#football,Sports,528,5,85,46053,2855,Lake Toddstad,65,Male,-0.83
793,2779,2023-01-03 06:56:00,Living my best life—enjoying every moment and embracing wellness. #food,#food,Lifestyle,203,31,270,80809,3981,Masonborough,15,Male,-0.93
794,1175,2023-01-28 14:54:00,Celebrity update: The latest music release is topping the charts. #movies,#movies,Entertainment,984,144,93,33511,674,Melissaport,18,Other,0.24
795,1237,2023-07-23 07:05:00,Just watched an amazing movie—highly recommend it to all film lovers. #movies,#movies,Entertainment,951,293,249,11364,4228,Lake Richardview,26,Female,0.01
796,3957,2023-09-19 21:41:00,Lifestyle tips: Small changes can make a big difference in your daily routine. #travel #food,"#travel, #food",Lifestyle,16,400,294,33545,1650,Arianafort,70,Female,0.01
797,4130,2023-03-03 17:17:00,Stay informed: New government policies are reshaping public discourse. #debate #election,"#debate, #election",Politics,713,292,197,16031,50,Michaelstad,19,Female,-0.15
798,4936,2023-04-21 23:50:00,Breaking: A startup's new product is creating major buzz in the tech world. #innovation,#innovation,Technology,475,406,78,42159,4831,Johnsonfort,41,Female,-0.58
799,2122,2023-10-01 07:37:00,Entertainment buzz: A star-studded event lit up the night. #movies,#movies,Entertainment,510,176,165,2750,4395,West Julia,15,Female,-0.59
800,3918,2023-05-23 17:32:00,Entertainment buzz: A star-studded event lit up the night. #movies #music,"#movies, #music",Entertainment,209,444,38,69105,4555,Escobarfurt,25,Female,0.01
801,2977,2023-06-07 02:27:00,Stay informed: New government policies are reshaping public discourse. #policy #election,"#policy, #election",Politics,498,176,213,43124,1459,Abbottfort,48,Male,-0.44
802,3542,2023-05-12 22:12:00,Tech update: A breakthrough in AI is set to transform the industry. #startup,#startup,Technology,401,60,130,11692,3917,Triciashire,50,Male,-0.56
803,3994,2023-02-28 20:09:00,Stay informed: New government policies are reshaping public discourse. #policy #debate #election,"#policy, #debate, #election",Politics,428,76,156,56338,4635,Sarahland,72,Female,0.03
804,3003,2023-07-20 08:34:00,Lifestyle tips: Small changes can make a big difference in your daily routine. #travel #health #food,"#travel, #health, #food",Lifestyle,991,415,158,43931,3020,Hernandezbury,34,Male,-0.42
805,2537,2023-05-13 06:09:00,Lifestyle tips: Small changes can make a big difference in your daily routine. #health #travel,"#health, #travel",Lifestyle,77,382,226,43490,2637,Ortizstad,33,Other,-0.84
806,1754,2023-09-01 04:00:00,Sports update: The championship match had fans on the edge of their seats. #olympics,#olympics,Sports,567,85,44,71320,848,Thomasborough,45,Male,0.37
807,4368,2023-12-07 16:16:00,Sports update: The championship match had fans on the edge of their seats. #basketball,#basketball,Sports,79,190,200,51939,992,North Michealhaven,16,Male,0.17
808,3258,2023-12-23 04:11:00,Exploring new travel destinations and delicious cuisines—life is an adventure. #food #travel #health,"#food, #travel, #health",Lifestyle,305,6,21,13557,3512,Ramosberg,56,Male,-0.58
809,2146,2023-05-15 12:57:00,Just watched an amazing movie—highly recommend it to all film lovers. #music,#music,Entertainment,57,405,241,72232,1377,Nicolehaven,13,Female,0.16
810,4300,2023-04-28 15:33:00,Stay informed: New government policies are reshaping public discourse. #election,#election,Politics,529,84,228,80787,744,Meganborough,74,Male,0.91
811,4665,2023-01-27 08:19:00,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel #health #food,"#travel, #health, #food",Lifestyle,207,261,237,7174,3466,Mendozaborough,34,Male,0.91
812,4727,2023-07-03 20:02:00,Sports update: The championship match had fans on the edge of their seats. #olympics,#olympics,Sports,510,444,148,98895,4280,Chelseaville,71,Other,0.06
813,2411,2023-02-21 00:30:00,Entertainment buzz: A star-studded event lit up the night. #movies #celebrity,"#movies, #celebrity",Entertainment,976,397,272,52753,235,East Kristina,49,Female,-0.8
814,1139,2023-02-21 05:30:00,What a game! That last-minute goal was simply unforgettable. #football,#football,Sports,134,399,66,57444,527,East Christophertown,35,Male,-0.08
815,1540,2023-05-07 10:13:00,What a game! That last-minute goal was simply unforgettable. #olympics #basketball,"#olympics, #basketball",Sports,843,258,6,52908,4146,North Cassandra,45,Female,-0.95
816,2414,2023-10-25 08:34:00,Sports update: The championship match had fans on the edge of their seats. #olympics #football,"#olympics, #football",Sports,993,392,232,54019,2947,New Becky,34,Female,-0.17
817,1269,2023-07-29 14:26:00,Attended an inspiring tech conference—innovations are on the horizon. #startup #AI #innovation,"#startup, #AI, #innovation",Technology,521,46,291,33079,3065,Patrickchester,76,Female,0.82
818,4830,2023-10-09 04:37:00,Stay informed: New government policies are reshaping public discourse. #election,#election,Politics,580,340,255,46512,3865,Bradshawchester,74,Female,-0.07
819,2035,2023-07-10 05:05:00,Stay informed: New government policies are reshaping public discourse. #election,#election,Politics,852,497,66,69358,1735,North Stephanietown,66,Female,0.1
820,2890,2023-02-05 19:34:00,What a game! That last-minute goal was simply unforgettable. #basketball #olympics,"#basketball, #olympics",Sports,898,93,249,11809,1041,North Donna,70,Other,-0.68
821,4460,2023-10-27 14:00:00,Living my best life—enjoying every moment and embracing wellness. #health,#health,Lifestyle,82,477,76,43025,2799,Tracichester,24,Female,-0.97
822,4408,2023-03-18 22:18:00,What a game! That last-minute goal was simply unforgettable. #football #basketball #olympics,"#football, #basketball, #olympics",Sports,620,425,86,16787,4415,New Chadchester,30,Male,0.99
823,1505,2023-03-05 05:26:00,Political update: Today's debate on election integrity was intense. #policy #election,"#policy, #election",Politics,43,425,251,65166,2995,Lake Tracyshire,79,Female,-0.32
824,2129,2023-06-04 23:00:00,What a game! That last-minute goal was simply unforgettable. #basketball,#basketball,Sports,482,223,221,36640,3448,Lake Veronica,72,Female,-0.44
825,3079,2023-10-25 06:12:00,Celebrity update: The latest music release is topping the charts. #movies #celebrity,"#movies, #celebrity",Entertainment,965,278,71,18265,244,Port Jeffery,13,Female,0.14
826,4145,2023-06-10 06:07:00,Political update: Today's debate on election integrity was intense. #election,#election,Politics,909,2,201,46989,2352,Port Laura,32,Female,0.49
827,4242,2023-10-02 02:04:00,Breaking news: Major policy changes have sparked debates in the parliament. #election #debate #policy,"#election, #debate, #policy",Politics,643,128,58,62155,128,Lake Cindyburgh,29,Female,-0.5
828,2872,2023-11-30 16:34:00,What a game! That last-minute goal was simply unforgettable. #olympics #basketball #football,"#olympics, #basketball, #football",Sports,492,322,275,29294,3996,Lake Jorgeshire,61,Male,0.05
829,2092,2023-11-28 08:19:00,Just watched an amazing movie—highly recommend it to all film lovers. #music,#music,Entertainment,498,248,220,41867,1171,New Christopherville,34,Male,-0.33
830,1812,2023-04-23 13:44:00,Tech update: A breakthrough in AI is set to transform the industry. #AI,#AI,Technology,17,228,156,55991,3271,South Ashleyside,45,Female,-0.04
831,1361,2023-06-08 02:23:00,Attended an inspiring tech conference—innovations are on the horizon. #innovation #startup,"#innovation, #startup",Technology,604,326,180,56525,835,Port Jenniferchester,38,Male,-0.68
832,4720,2023-12-19 02:41:00,Living my best life—enjoying every moment and embracing wellness. #health #travel #food,"#health, #travel, #food",Lifestyle,994,130,212,11482,2911,Williamsside,39,Female,0.02
833,2456,2023-07-07 02:03:00,Tech update: A breakthrough in AI is set to transform the industry. #innovation #AI,"#innovation, #AI",Technology,947,227,128,94254,496,North Lori,72,Male,-0.91
834,1928,2023-06-21 17:32:00,Just watched an amazing movie—highly recommend it to all film lovers. #music #movies #celebrity,"#music, #movies, #celebrity",Entertainment,293,176,242,86223,4268,Travisville,46,Female,0.68
835,1099,2023-09-24 10:41:00,Lifestyle tips: Small changes can make a big difference in your daily routine. #food #travel #health,"#food, #travel, #health",Lifestyle,975,322,171,66989,2773,Josephborough,64,Other,0.26
836,2681,2023-01-15 21:24:00,Political update: Today's debate on election integrity was intense. #election #debate,"#election, #debate",Politics,147,310,269,74007,1631,Thompsonchester,67,Male,0.88
837,3056,2023-04-25 20:09:00,Attended an inspiring tech conference—innovations are on the horizon. #innovation #AI #startup,"#innovation, #AI, #startup",Technology,471,387,162,74708,408,East Stephanie,73,Female,0.2
838,4645,2023-04-07 05:49:00,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel,#travel,Lifestyle,994,30,23,70334,2336,Duncanfurt,62,Female,-0.64
839,3744,2023-03-13 18:24:00,Sports update: The championship match had fans on the edge of their seats. #olympics,#olympics,Sports,171,65,192,19284,1815,Matthewshire,75,Female,-0.03
840,2052,2023-03-22 19:58:00,Attended an inspiring tech conference—innovations are on the horizon. #AI #startup,"#AI, #startup",Technology,562,205,293,7002,854,South Patrickland,76,Female,0.33
841,4964,2023-10-23 20:06:00,Entertainment buzz: A star-studded event lit up the night. #celebrity #music,"#celebrity, #music",Entertainment,530,100,128,20747,2780,Joshuaside,26,Male,-0.25
842,4185,2023-06-17 22:19:00,Sports update: The championship match had fans on the edge of their seats. #olympics,#olympics,Sports,119,319,40,49474,4814,Sarahville,63,Male,0.11
843,3509,2023-11-18 12:54:00,What a game! That last-minute goal was simply unforgettable. #basketball #olympics,"#basketball, #olympics",Sports,835,30,30,29240,4112,North Danny,39,Male,-0.67
844,1920,2023-03-04 14:44:00,Breaking: A startup's new product is creating major buzz in the tech world. #innovation #startup #AI,"#innovation, #startup, #AI",Technology,736,372,35,61817,192,Adamsfort,52,Other,0.55
845,4214,2023-09-09 08:16:00,Exploring new travel destinations and delicious cuisines—life is an adventure. #food,#food,Lifestyle,65,190,252,51830,2284,Charlesmouth,21,Female,0.82
846,3437,2023-09-25 05:29:00,Incredible performance today—truly a masterclass in sportsmanship. #olympics #football #basketball,"#olympics, #football, #basketball",Sports,140,65,214,95857,3609,East Christopherside,68,Other,-0.37
847,1631,2023-09-11 17:53:00,Entertainment buzz: A star-studded event lit up the night. #movies #music,"#movies, #music",Entertainment,445,414,286,34646,2219,Walshchester,51,Male,0.59
848,1681,2023-07-04 09:30:00,Stay informed: New government policies are reshaping public discourse. #election #policy #debate,"#election, #policy, #debate",Politics,505,302,255,17104,3471,East Coryburgh,27,Female,-0.82
849,3204,2023-05-29 12:19:00,Incredible performance today—truly a masterclass in sportsmanship. #football #olympics #basketball,"#football, #olympics, #basketball",Sports,188,234,185,49173,1173,Taylorfort,30,Female,-0.51
850,3382,2023-04-07 18:15:00,Tech update: A breakthrough in AI is set to transform the industry. #startup #AI,"#startup, #AI",Technology,157,277,60,58657,333,Lake Jimmy,64,Female,-0.08
851,4932,2023-04-08 09:36:00,Lifestyle tips: Small changes can make a big difference in your daily routine. #food #travel #health,"#food, #travel, #health",Lifestyle,609,201,261,53306,433,South Carol,73,Female,0.01
852,3307,2023-04-27 16:05:00,Lifestyle tips: Small changes can make a big difference in your daily routine. #travel #health #food,"#travel, #health, #food",Lifestyle,669,499,275,12605,1628,New Gina,49,Male,0.24
853,3129,2023-11-21 22:31:00,Tech update: A breakthrough in AI is set to transform the industry. #innovation #startup #AI,"#innovation, #startup, #AI",Technology,946,349,110,56718,3922,Rachelberg,65,Male,0.13
854,1753,2023-01-06 04:32:00,Tech update: A breakthrough in AI is set to transform the industry. #startup,#startup,Technology,245,224,140,87450,2995,North Kelly,24,Female,-0.83
855,2464,2023-04-16 18:14:00,What a game! That last-minute goal was simply unforgettable. #basketball #football,"#basketball, #football",Sports,855,82,232,37131,4332,Barnesfort,37,Female,-0.74
